0.000000  0.000000  0.000000  
0.000000  0.010000  0.062790  
0.000000  0.020000  0.125333  
0.000000  0.030000  0.187381  
0.000000  0.040000  0.248690  
0.000000  0.050000  0.309017  
0.000000  0.060000  0.368124  
0.000000  0.070000  0.425779  
0.000000  0.080000  0.481753  
0.000000  0.090000  0.535826  
0.000000  0.100000  0.587785  
0.000000  0.110000  0.637423  
0.000000  0.120000  0.684546  
0.000000  0.130000  0.728968  
0.000000  0.140000  0.770513  
0.000000  0.150000  0.809016  
0.000000  0.160000  0.844327  
0.000000  0.170000  0.876306  
0.000000  0.180000  0.904827  
0.000000  0.190000  0.929776  
0.000000  0.200000  0.951056  
0.000000  0.210000  0.968583  
0.000000  0.220000  0.982287  
0.000000  0.230000  0.992115  
0.000000  0.240000  0.998027  
0.000000  0.250000  1.000000  
0.000000  0.260000  0.998027  
0.000000  0.270000  0.992115  
0.000000  0.280000  0.982288  
0.000000  0.290000  0.968584  
0.000000  0.300000  0.951057  
0.000000  0.310000  0.929777  
0.000000  0.320000  0.904828  
0.000000  0.330000  0.876308  
0.000000  0.340000  0.844329  
0.000000  0.350000  0.809019  
0.000000  0.360000  0.770515  
0.000000  0.370000  0.728971  
0.000000  0.380000  0.684550  
0.000000  0.390000  0.637427  
0.000000  0.400000  0.587788  
0.000000  0.410000  0.535830  
0.000000  0.420000  0.481757  
0.000000  0.430000  0.425783  
0.000000  0.440000  0.368128  
0.000000  0.450000  0.309021  
0.000000  0.460000  0.248694  
0.000000  0.470000  0.187386  
0.000000  0.480000  0.125338  
0.000000  0.490000  0.062795  
0.000000  0.500000  0.000005  
0.000000  0.510000  -0.062786  
0.000000  0.520000  -0.125328  
0.000000  0.530000  -0.187376  
0.000000  0.540000  -0.248685  
0.000000  0.550000  -0.309012  
0.000000  0.560000  -0.368119  
0.000000  0.570000  -0.425774  
0.000000  0.580000  -0.481749  
0.000000  0.590000  -0.535822  
0.000000  0.600000  -0.587780  
0.000000  0.610000  -0.637419  
0.000000  0.620000  -0.684542  
0.000000  0.630000  -0.728964  
0.000000  0.640000  -0.770509  
0.000000  0.650000  -0.809013  
0.000000  0.660000  -0.844324  
0.000000  0.670000  -0.876303  
0.000000  0.680000  -0.904824  
0.000000  0.690000  -0.929774  
0.000000  0.700000  -0.951054  
0.000000  0.710000  -0.968581  
0.000000  0.720000  -0.982286  
0.000000  0.730000  -0.992114  
0.000000  0.740000  -0.998026  
0.000000  0.750000  -1.000000  
0.000000  0.760000  -0.998027  
0.000000  0.770000  -0.992116  
0.000000  0.780000  -0.982289  
0.000000  0.790000  -0.968585  
0.000000  0.800000  -0.951059  
0.000000  0.810000  -0.929780  
0.000000  0.820000  -0.904831  
0.000000  0.830000  -0.876311  
0.000000  0.839999  -0.844333  
0.000000  0.849999  -0.809023  
0.000000  0.859999  -0.770519  
0.000000  0.869999  -0.728975  
0.000000  0.879999  -0.684554  
0.000000  0.889999  -0.637432  
0.000000  0.899999  -0.587793  
0.000000  0.909999  -0.535835  
0.000000  0.919999  -0.481763  
0.000000  0.929999  -0.425789  
0.000000  0.939999  -0.368134  
0.000000  0.949999  -0.309027  
0.000000  0.959999  -0.248700  
0.000000  0.969999  -0.187392  
0.000000  0.979999  -0.125344  
0.000000  0.989999  -0.062802  
0.000000  0.999999  -0.000011  
0.003000  0.000000  0.000000  
0.003000  0.010000  0.063963  
0.003000  0.020000  0.127660  
0.003000  0.030000  0.190826  
0.003000  0.040000  0.253197  
0.003000  0.050000  0.314516  
0.003000  0.060000  0.374528  
0.003000  0.070000  0.432985  
0.003000  0.080000  0.489648  
0.003000  0.090000  0.544285  
0.003000  0.100000  0.596672  
0.003000  0.110000  0.646599  
0.003000  0.120000  0.693865  
0.003000  0.130000  0.738281  
0.003000  0.140000  0.779672  
0.003000  0.150000  0.817877  
0.003000  0.160000  0.852748  
0.003000  0.170000  0.884153  
0.003000  0.180000  0.911975  
0.003000  0.190000  0.936111  
0.003000  0.200000  0.956476  
0.003000  0.210000  0.973001  
0.003000  0.220000  0.985630  
0.003000  0.230000  0.994324  
0.003000  0.240000  0.999047  
0.003000  0.250000  0.999969  
0.003000  0.260000  0.996816  
0.003000  0.270000  0.989613  
0.003000  0.280000  0.978689  
0.003000  0.290000  0.963924  
0.003000  0.300000  0.945404  
0.003000  0.310000  0.923217  
0.003000  0.320000  0.897462  
0.003000  0.330000  0.868250  
0.003000  0.340000  0.835706  
0.003000  0.350000  0.799964  
0.003000  0.360000  0.761171  
0.003000  0.370000  0.719484  
0.003000  0.380000  0.675068  
0.003000  0.390000  0.628099  
0.003000  0.400000  0.578760  
0.003000  0.410000  0.527244  
0.003000  0.420000  0.473747  
0.003000  0.430000  0.418475  
0.003000  0.440000  0.361637  
0.003000  0.450000  0.303448  
0.003000  0.460000  0.244127  
0.003000  0.470000  0.183896  
0.003000  0.480000  0.122980  
0.003000  0.490000  0.061607  
0.003000  0.500000  0.000005  
0.003000  0.510000  -0.061598  
0.003000  0.520000  -0.122971  
0.003000  0.530000  -0.183887  
0.003000  0.540000  -0.244118  
0.003000  0.550000  -0.303439  
0.003000  0.560000  -0.361628  
0.003000  0.570000  -0.418466  
0.003000  0.580000  -0.473739  
0.003000  0.590000  -0.527236  
0.003000  0.600000  -0.578753  
0.003000  0.610000  -0.628091  
0.003000  0.620000  -0.675061  
0.003000  0.630000  -0.719477  
0.003000  0.640000  -0.761165  
0.003000  0.650000  -0.799958  
0.003000  0.660000  -0.835701  
0.003000  0.670000  -0.868245  
0.003000  0.680000  -0.897457  
0.003000  0.690000  -0.923213  
0.003000  0.700000  -0.945401  
0.003000  0.710000  -0.963921  
0.003000  0.720000  -0.978687  
0.003000  0.730000  -0.989611  
0.003000  0.740000  -0.996815  
0.003000  0.750000  -0.999969  
0.003000  0.760000  -0.999047  
0.003000  0.770000  -0.994325  
0.003000  0.780000  -0.985632  
0.003000  0.790000  -0.973003  
0.003000  0.800000  -0.956479  
0.003000  0.810000  -0.936115  
0.003000  0.820000  -0.911979  
0.003000  0.830000  -0.884158  
0.003000  0.839999  -0.852754  
0.003000  0.849999  -0.817883  
0.003000  0.859999  -0.779679  
0.003000  0.869999  -0.738288  
0.003000  0.879999  -0.693873  
0.003000  0.889999  -0.646607  
0.003000  0.899999  -0.596681  
0.003000  0.909999  -0.544294  
0.003000  0.919999  -0.489658  
0.003000  0.929999  -0.432995  
0.003000  0.939999  -0.374538  
0.003000  0.949999  -0.314527  
0.003000  0.959999  -0.253208  
0.003000  0.969999  -0.190837  
0.003000  0.979999  -0.127672  
0.003000  0.989999  -0.063975  
0.003000  0.999999  0.000000  
0.006000  0.000000  0.000000  
0.006000  0.010000  0.065180  
0.006000  0.020000  0.130073  
0.006000  0.030000  0.194395  
0.006000  0.040000  0.257863  
0.006000  0.050000  0.320200  
0.006000  0.060000  0.381136  
0.006000  0.070000  0.440408  
0.006000  0.080000  0.497761  
0.006000  0.090000  0.552954  
0.006000  0.100000  0.605755  
0.006000  0.110000  0.655945  
0.006000  0.120000  0.703321  
0.006000  0.130000  0.747692  
0.006000  0.140000  0.788884  
0.006000  0.150000  0.826741  
0.006000  0.160000  0.861120  
0.006000  0.170000  0.891899  
0.006000  0.180000  0.918969  
0.006000  0.190000  0.942244  
0.006000  0.200000  0.961650  
0.006000  0.210000  0.977133  
0.006000  0.220000  0.988655  
0.006000  0.230000  0.996186  
0.006000  0.240000  0.999717  
0.006000  0.250000  0.999716  
0.006000  0.260000  0.995133  
0.006000  0.270000  0.986763  
0.006000  0.280000  0.974800  
0.006000  0.290000  0.958991  
0.006000  0.300000  0.939516  
0.006000  0.310000  0.916467  
0.006000  0.320000  0.889956  
0.006000  0.330000  0.860105  
0.006000  0.340000  0.827048  
0.006000  0.350000  0.790927  
0.006000  0.360000  0.751894  
0.006000  0.370000  0.710108  
0.006000  0.380000  0.665737  
0.006000  0.390000  0.618953  
0.006000  0.400000  0.569939  
0.006000  0.410000  0.518879  
0.006000  0.420000  0.465964  
0.006000  0.430000  0.411390  
0.006000  0.440000  0.355356  
0.006000  0.450000  0.298065  
0.006000  0.460000  0.239721  
0.006000  0.470000  0.180533  
0.006000  0.480000  0.120710  
0.006000  0.490000  0.060463  
0.006000  0.500000  0.000005  
0.006000  0.510000  -0.060454  
0.006000  0.520000  -0.120701  
0.006000  0.530000  -0.180524  
0.006000  0.540000  -0.239712  
0.006000  0.550000  -0.298056  
0.006000  0.560000  -0.355348  
0.006000  0.570000  -0.411382  
0.006000  0.580000  -0.465956  
0.006000  0.590000  -0.518871  
0.006000  0.600000  -0.569931  
0.006000  0.610000  -0.618946  
0.006000  0.620000  -0.665730  
0.006000  0.630000  -0.710102  
0.006000  0.640000  -0.751888  
0.006000  0.650000  -0.790922  
0.006000  0.660000  -0.827043  
0.006000  0.670000  -0.860100  
0.006000  0.680000  -0.889951  
0.006000  0.690000  -0.916463  
0.006000  0.700000  -0.939513  
0.006000  0.710000  -0.958988  
0.006000  0.720000  -0.974798  
0.006000  0.730000  -0.986761  
0.006000  0.740000  -0.995132  
0.006000  0.750000  -0.999715  
0.006000  0.760000  -0.999717  
0.006000  0.770000  -0.996187  
0.006000  0.780000  -0.988656  
0.006000  0.790000  -0.977135  
0.006000  0.800000  -0.961653  
0.006000  0.810000  -0.942247  
0.006000  0.820000  -0.918974  
0.006000  0.830000  -0.891903  
0.006000  0.839999  -0.861126  
0.006000  0.849999  -0.826747  
0.006000  0.859999  -0.788891  
0.006000  0.869999  -0.747699  
0.006000  0.879999  -0.703328  
0.006000  0.889999  -0.655954  
0.006000  0.899999  -0.605764  
0.006000  0.909999  -0.552964  
0.006000  0.919999  -0.497771  
0.006000  0.929999  -0.440418  
0.006000  0.939999  -0.381147  
0.006000  0.949999  -0.320211  
0.006000  0.959999  -0.257874  
0.006000  0.969999  -0.194406  
0.006000  0.979999  -0.130085  
0.006000  0.989999  -0.065191  
0.006000  0.999999  0.000000  
0.009000  0.000000  0.000000  
0.009000  0.010000  0.066442  
0.009000  0.020000  0.132577  
0.009000  0.030000  0.198095  
0.009000  0.040000  0.262695  
0.009000  0.050000  0.326079  
0.009000  0.060000  0.387958  
0.009000  0.070000  0.448054  
0.009000  0.080000  0.506099  
0.009000  0.090000  0.561839  
0.009000  0.100000  0.615034  
0.009000  0.110000  0.665459  
0.009000  0.120000  0.712909  
0.009000  0.130000  0.757191  
0.009000  0.140000  0.798137  
0.009000  0.150000  0.835593  
0.009000  0.160000  0.869427  
0.009000  0.170000  0.899524  
0.009000  0.180000  0.925792  
0.009000  0.190000  0.948156  
0.009000  0.200000  0.966560  
0.009000  0.210000  0.980965  
0.009000  0.220000  0.991348  
0.009000  0.230000  0.997691  
0.009000  0.240000  1.000056  
0.009000  0.250000  0.999234  
0.009000  0.260000  0.992937  
0.009000  0.270000  0.983618  
0.009000  0.280000  0.970630  
0.009000  0.290000  0.953794  
0.009000  0.300000  0.933412  
0.009000  0.310000  0.909546  
0.009000  0.320000  0.882329  
0.009000  0.330000  0.851891  
0.009000  0.340000  0.818372  
0.009000  0.350000  0.781922  
0.009000  0.360000  0.742695  
